"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2025 ORDINANCE (AMOUNT $)"
"LOCAL","0200","Water Fund","88","Department of Water Management","2005","Commissioner's Office","0424","Furniture and Furnishings","$7,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2005","Commissioner's Office","0440","Machinery and Equipment","$139,828.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0005","Salaries and Wages - on Payroll","$4,353,221.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0015","Schedule Salary Adjustments","$55,397.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0020","Overtime","$400,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$27,950.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0149","For Software Maintenance and Licensing","$80,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0154","For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware","$90,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0159","Lease Purchase Agreements for Equipment and Machinery","$478,860.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0168","Educational Development through Cooperative Education Program and Apprenticeship Program","$10,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0169","Technical Meeting Costs","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0245","Reimbursement to Travelers","$2,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0312","Software Purchases","$6,426.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0350","Stationery and Office Supplies","$31,600.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","0446","For the Purchase of IT and Data Communication Hardware","$124,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2010","Bureau of Administrative Support","9438","For Services Provided by the Department of Fleet and Facilities Management","$82,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0005","Salaries and Wages - on Payroll","$4,637,762.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0012","Contract Wage Increment - Prevailing Rate","$13,589.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0015","Schedule Salary Adjustments","$61,173.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$3,285,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0162","Repair/Maintenance of Equipment","$2,400.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0166","Dues, Subscriptions and Memberships","$20,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0169","Technical Meeting Costs","$14,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0245","Reimbursement to Travelers","$10,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0340","Material and Supplies","$30,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0348","Books and Related Material","$750.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0350","Stationery and Office Supplies","$16,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0424","Furniture and Furnishings","$4,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0521","Maintenance and Construction","$1,000,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0005","Salaries and Wages - on Payroll","$43,189,416.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0012","Contract Wage Increment - Prevailing Rate","$505,627.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0015","Schedule Salary Adjustments","$104,017.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0020","Overtime","$6,157,742.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0125","Office and Building Services","$415,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0148","Testing and Inspecting","$1,580,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0157","Rental of Equipment and Services","$88,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0159","Lease Purchase Agreements for Equipment and Machinery","$187,550.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0160","Repair or Maintenance of Property","$765,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0162","Repair/Maintenance of Equipment","$3,272,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0169","Technical Meeting Costs","$193,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0245","Reimbursement to Travelers","$5,200.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0314","Fuel Oil","$158,400.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0340","Material and Supplies","$2,798,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0342","Drugs, Medicine and Chemical Materials","$23,918,041.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0345","Apparatus and Instruments","$271,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0348","Books and Related Material","$1,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0350","Stationery and Office Supplies","$56,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0360","Repair Parts and Material","$836,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0401","Tools Less Than or Equal to $100/Unit","$6,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0402","Tools Greater Than $100/Unit","$12,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0410","Equipment for Buildings","$175,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0424","Furniture and Furnishings","$10,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0440","Machinery and Equipment","$1,057,003.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0445","Technical and Scientific Equipment","$560,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0446","For the Purchase of IT and Data Communication Hardware","$143,880.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2020","Bureau of Water Supply","0450","Vehicles","$240,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0005","Salaries and Wages - on Payroll","$96,447,568.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0012","Contract Wage Increment - Prevailing Rate","$1,428,756.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0015","Schedule Salary Adjustments","$89,493.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0020","Overtime","$10,022,927.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0091","Uniform Allowance","$50,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$5,846,720.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0157","Rental of Equipment and Services","$2,954,152.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0160","Repair or Maintenance of Property","$323,800.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0162","Repair/Maintenance of Equipment","$100,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0169","Technical Meeting Costs","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0185","Waste Disposal Services","$3,858,022.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0229","Transportation and Expense Allowance","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0316","Gas - Bottled and Propane","$161,400.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0340","Material and Supplies","$1,056,380.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0345","Apparatus and Instruments","$4,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0348","Books and Related Material","$1,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0350","Stationery and Office Supplies","$56,930.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0360","Repair Parts and Material","$9,122,672.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0401","Tools Less Than or Equal to $100/Unit","$3,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0423","Communication Devices","$1,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0424","Furniture and Furnishings","$3,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0440","Machinery and Equipment","$549,391.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0446","For the Purchase of IT and Data Communication Hardware","$100,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0521","Maintenance and Construction","$2,946,315.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","9481","For Services Provided by the Department of Streets and Sanitation","$1,346,319.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0005","Salaries and Wages - on Payroll","$11,319,402.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0012","Contract Wage Increment - Prevailing Rate","$126,122.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0015","Schedule Salary Adjustments","$33,761.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0020","Overtime","$320,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0138","For Professional Services for Information Technology Maintenance","$272,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0148","Testing and Inspecting","$194,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0229","Transportation and Expense Allowance","$7,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0340","Material and Supplies","$36,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0350","Stationery and Office Supplies","$6,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0360","Repair Parts and Material","$376,750.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0424","Furniture and Furnishings","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2035","Bureau of Meter Services","0450","Vehicles","$75,500.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0005","Salaries and Wages - on Payroll","$19,106,454.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0012","Contract Wage Increment - Prevailing Rate","$282,200.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0015","Schedule Salary Adjustments","$15,417.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0020","Overtime","$4,080,749.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0125","Office and Building Services","$30,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$115,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0148","Testing and Inspecting","$10,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0157","Rental of Equipment and Services","$54,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0160","Repair or Maintenance of Property","$581,800.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0162","Repair/Maintenance of Equipment","$5,101,875.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0169","Technical Meeting Costs","$53,300.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0314","Fuel Oil","$784,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0340","Material and Supplies","$988,750.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0345","Apparatus and Instruments","$40,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0350","Stationery and Office Supplies","$13,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0360","Repair Parts and Material","$626,687.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0401","Tools Less Than or Equal to $100/Unit","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0402","Tools Greater Than $100/Unit","$5,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0424","Furniture and Furnishings","$3,000.00"
"LOCAL","0200","Water Fund","88","Department of Water Management","2040","Pumping Stations","0440","Machinery and Equipment","$177,800.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0005","Salaries and Wages - on Payroll","$2,953,304.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0015","Schedule Salary Adjustments","$44,386.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0020","Overtime","$30,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$3,719,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0149","For Software Maintenance and Licensing","$39,493.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0150","Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services","$500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0162","Repair/Maintenance of Equipment","$20,500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0166","Dues, Subscriptions and Memberships","$25,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0169","Technical Meeting Costs","$21,930.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0245","Reimbursement to Travelers","$8,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0348","Books and Related Material","$1,500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0350","Stationery and Office Supplies","$6,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0424","Furniture and Furnishings","$3,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0446","For the Purchase of IT and Data Communication Hardware","$17,500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2015","Bureau of Engineering Services","0521","Maintenance and Construction","$1,500,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0005","Salaries and Wages - on Payroll","$58,090,031.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0012","Contract Wage Increment - Prevailing Rate","$860,295.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0015","Schedule Salary Adjustments","$48,818.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0020","Overtime","$5,556,001.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0091","Uniform Allowance","$50,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$4,262,432.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0154","For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware","$6,924.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0157","Rental of Equipment and Services","$1,420,305.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0160","Repair or Maintenance of Property","$26,500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0185","Waste Disposal Services","$3,695,793.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0229","Transportation and Expense Allowance","$79,390.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0340","Material and Supplies","$6,899,527.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0345","Apparatus and Instruments","$1,500.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0401","Tools Less Than or Equal to $100/Unit","$25,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0402","Tools Greater Than $100/Unit","$99,673.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","0440","Machinery and Equipment","$245,923.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","9438","For Services Provided by the Department of Fleet and Facilities Management","$4,750,000.00"
"LOCAL","0314","Sewer Fund","88","Department of Water Management","2025","Bureau of Operations and Distribution","9481","For Services Provided by the Department of Streets and Sanitation","$7,767,702.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0005","Salaries and Wages - on Payroll","$71,306,813.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0012","Contract Wage Increment - Prevailing Rate","$16,731.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0015","Schedule Salary Adjustments","$700,193.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0020","Overtime","$400,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0091","Uniform Allowance","$5,500.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0123","For Services Provided by Performers and Exhibitors","$99,582.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0130","Postage","$22,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$704,581.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0149","For Software Maintenance and Licensing","$1,797,079.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0153","Promotions","$67,500.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0157","Rental of Equipment and Services","$222,233.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0162","Repair/Maintenance of Equipment","$645,427.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0164","Bookbinding","$41,107.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0165","Graphic Design Services","$13,813.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0166","Dues, Subscriptions and Memberships","$209,377.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0168","Educational Development through Cooperative Education Program and Apprenticeship Program","$10,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0169","Technical Meeting Costs","$28,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0172","For the Cost of Insurance Premiums and Expenses","$24,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0178","Freight and Express Charges","$2,001.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0196","Data Circuits","$1,110,885.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0245","Reimbursement to Travelers","$21,250.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0340","Material and Supplies","$112,988.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0350","Stationery and Office Supplies","$560,291.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0361","Building Materials and Supplies","$1,312.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0365","Electrical Supplies","$1,220.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0410","Equipment for Buildings","$96,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0420","Furniture and Fixtures","$375,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","0446","For the Purchase of IT and Data Communication Hardware","$209,972.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","9199","For Purchase of Chicago Public Library Books and Materials","$10,000,000.00"
"LOCAL","0346","Library Fund","91","Chicago Public Library","2005","Chicago Public Library","9438","For Services Provided by the Department of Fleet and Facilities Management","$20,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0003","Scheduled Wage Adjustments","$162,800,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0029","For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families","$85,283,104.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","002A","Employee Contractual Expenses","$20,000,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0042","For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...","$323,099,952.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0043","For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...","$1,177,416.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0045","For the Cost of Claims and Administration or Premiums for Term Life Insurance","$3,057,023.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0049","Claims and Costs of Administration Pursuant to the Workers' Compensation Act","$42,304,500.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0051","Claims Under Unemployment Insurance Act","$3,748,283.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0052","Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents","$3,974,130.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0056","For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees","$14,603,791.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0070","Tuition Reimbursement and Educational Programs","$205,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0085","City Deferred Compensation Contributions for Union Members","$1,677,246.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0095","For Payment of Allowances of Money to Families or Dependents of Policemen or Firemen Fatally Injured While in the Performance of Their Duties","$1,200,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0096","For Paying the Salary of Any Sworn Member of the Police or Fire Department Killed in the Line of Duty for a Period of One Year Commencing From the Dat...","$4,000,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0135","For Delegate Agencies","$100,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0138","For Professional Services for Information Technology Maintenance","$71,079,333.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0139","For Professional Services for Information Technology Development","$4,662,232.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$44,437,701.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0142","Accounting and Auditing","$1,870,200.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0143","Court Reporting","$150,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0145","Legal Expenses","$3,880,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0149","For Software Maintenance and Licensing","$525,577.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0161","Operation, Repair or Maintenance of Facilities","$3,401,410.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0170","Surety Bond Premiums","$85,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0171","Miscellaneous Supplies","$88,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0172","For the Cost of Insurance Premiums and Expenses","$5,429,376.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0245","Reimbursement to Travelers","$150,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0340","Material and Supplies","$750,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0342","Drugs, Medicine and Chemical Materials","$125,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0420","Furniture and Fixtures","$320,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0912","For Payment of Bonds","$144,705,349.00"
